username,content,timestamp,link,comments,retweets,likes,quotes
@Nacho_Pouiller,JAJAJ BAULETTI ES EL CALLADO QUE SOLO ABRE LA BOCA PARA TIRAR FACTOS,"Sep 23, 2025 · 5:39 PM UTC",/Nacho_Pouiller/status/1970543662611173466#m,0,0,0,0
@ashervents,WHY IS IT SO HOT BROOO,"Sep 23, 2025 · 5:39 PM UTC",/ashervents/status/1970543662603100410#m,0,0,0,0
@for_write_down,오늘인가요 김석진 왕자 늑대파 영업 재개하는 날이   ✨️🐺✨️구찌 왕자님이십니다 (feat. 명치)  GUCCI ROYALTY JIN #MFW #JinxGucci #GucciLaFamiglia #Gucci #방탄소년단진,"Sep 23, 2025 · 5:39 PM UTC",/for_write_down/status/1970543662602858523#m,0,1,1,0
@Selamirsla20910,Bana Verilen Acılar Kalıcı Değil    Usta. Hepsi Emanet. Vakti Geldiğinde Hepsi Sahibine İade Edilecek!,"Sep 23, 2025 · 5:39 PM UTC",/Selamirsla20910/status/1970543662565113953#m,0,0,0,0
@One_WhoLaughs,Gotta keep pushing. Almost making it to the top 100. Then top 50! $BNKR is the way! @bankrbot what’s the ta on the crypto market?,"Sep 23, 2025 · 5:39 PM UTC",/One_WhoLaughs/status/1970543662548607343#m,0,0,0,1
@Meiji_926,礼先輩の揺れ乳エグい #ぬきアニ,"Sep 23, 2025 · 5:39 PM UTC",/Meiji_926/status/1970543662548558072#m,0,0,0,0
@wolocha73,RAYE - WHERE IS MY HUSBAND! (Official Music Video) youtu.be/rK5TyISxZ_M?si=QlER… przez @YouTube,"Sep 23, 2025 · 5:39 PM UTC",/wolocha73/status/1970543662544113828#m,0,0,0,0
,,,,0,0,0,0
@CarrieWill61867,寝て～？,"Sep 23, 2025 · 5:39 PM UTC",/CarrieWill61867/status/1970543662527586588#m,0,0,0,0
@cetinacob,استرخاء فندقي في جدة و الرياض الان بجدة بالرياض متوفر على مدار الساعة اطلب الان متاح حجز ريلاكس  . .حجز فوري  . .سرعه في الرد  . .خدمات منزلي . .الاهلي الاتحاد . .النصر الهلال . .القادسية الشباب . .طق الابهر . .احجار ساخنة . .جلسة VIP .  raFP,"Sep 23, 2025 · 5:39 PM UTC",/cetinacob/status/1970543662518903060#m,0,0,0,0
@iqevhan,Where the fvck is Josh? And why does he play Goerge at 9 knowing he's not going to be better than Shim who is?,"Sep 23, 2025 · 5:39 PM UTC",/iqevhan/status/1970543662514962462#m,1,1,1,0
@ccemoo9,.,"Sep 23, 2025 · 5:39 PM UTC",/ccemoo9/status/1970543662489579765#m,0,1,2,0
@curukcilekk7,kaç fava taymı salarsınız??,"Sep 23, 2025 · 5:39 PM UTC",/curukcilekk7/status/1970543662485385679#m,0,0,1,0
@MDouglas46435,م&#x633;&#x627;ج   في جدة   الرياض الان   منزلي منزل   فندقي فندق  المدينة المنورة MwZk,"Sep 23, 2025 · 5:39 PM UTC",/MDouglas46435/status/1970543662460477884#m,0,0,0,0
@yskskzm,隣誰なんだ,"Sep 23, 2025 · 5:39 PM UTC",/yskskzm/status/1970543662426955821#m,0,0,0,0
@VignoEva,Pas mal la même chose avec radio-cadenas et notre argent!,"Sep 23, 2025 · 5:39 PM UTC",/VignoEva/status/1970543662418317331#m,0,0,0,0
@madison6789123,en.m.wikipedia.org/wiki/Cesa…,"Sep 23, 2025 · 5:39 PM UTC",/madison6789123/status/1970543662384992401#m,0,0,0,0
@ermuasa_97,他人と協力して目標を達成しよう！ 🧆,"Sep 23, 2025 · 5:39 PM UTC",/ermuasa_97/status/1970543662372368754#m,0,0,0,0
@OnlyForGLs,Ki bhalobasha re😏🤍❤️‍🩹 now I am jealous please&#44;  #namtanfilm #namtantipnaree,"Sep 23, 2025 · 5:39 PM UTC",/OnlyForGLs/status/1970543662368202957#m,0,0,0,0
@wwadams1970,#Truth instagram.com/reel/DOjbYDfib…,"Sep 23, 2025 · 5:39 PM UTC",/wwadams1970/status/1970543662338843028#m,0,0,0,0
@misspat_17,EVERNIGHT YOU ARE COMING HOME IN 10 HOURS 🕯️🕯️🕯️🕯️🕯️🕯️🕯️🕯️🕯️,"Sep 23, 2025 · 5:39 PM UTC",/misspat_17/status/1970543662330450427#m,0,0,0,0
@RITSU_lisalove,FFオリジン、さてはおもれーな,"Sep 23, 2025 · 5:39 PM UTC",/RITSU_lisalove/status/1970543662322069590#m,0,0,0,0
@AmH222000,توثيق للتاريخ:  لو أن الذي جرى على حزب الله بين ١٧ أيلول و ٣ تشرين الأول قد جرى لأي كيان (دولة، جيش، مجموعة....) لزال من الوجود حتمًا.  ولكن هذا العرض للأحداث، يثبت بالفعل لا بالقول، أن رجال حزب الله هم أسطورة هذا الزمان.  ⏬⏬⏬,"Sep 23, 2025 · 5:39 PM UTC",/AmH222000/status/1970543662313398749#m,0,0,0,0
@matzlep34,L9FBM ك&#x624;ب&#x624;ن LY67 ك&#x624;د 55JBd خ&#x635;م hF2Db ا&#x64A;هرب▬ايه&#x64A;رب▬  yimX ك&#x624;ب&#x624;ن 8E2P ك&#x648;د▬خ&#x635;م aRRSY ن&#x648;ن uCtb4   ⎐ٺوٺ⎐ ⊵EWW⊴  ⎐ابهررب⎐ ⊵CNU3074⊴,"Sep 23, 2025 · 5:39 PM UTC",/matzlep34/status/1970543662288577022#m,0,0,0,0
@bat_lle,I will always say this fuck Israel that shit is not real and the people who think it is are fuckin evil,"Sep 23, 2025 · 5:39 PM UTC",/bat_lle/status/1970543662280122682#m,0,0,0,0
@__________tayt0,야마 내한공연 티켓양도 단독 콘서트 야마 티켓 양도 봄을 고하다 호시탐탐  [10/11 (토)]   – VIP석 1층 스탠딩A구역 입장번호 5N번대 2연석  티포 15만원 – 일반석 1층 스탠딩B구역 입장번호 20N번대 2연석  티포 11만원    ☆ 아옮포함 실패시 100%환불/단석O☆   DM 문의주세요~'5370,"Sep 23, 2025 · 5:39 PM UTC",/__________tayt0/status/1970543662275973534#m,0,0,0,0
,,,,0,0,0,0
@AndySwan,the only scale you need is the mirror   this is a pro-tanning post,"Sep 23, 2025 · 5:39 PM UTC",/AndySwan/status/1970543662263349375#m,0,0,0,0
@danielaygull,Eylülden de bi bok olmadı,"Sep 23, 2025 · 5:39 PM UTC",/danielaygull/status/1970543662246568135#m,0,0,0,0
@mbakkwon88,Gw ngg apa² kan finish paling terakhir?,"Sep 23, 2025 · 5:39 PM UTC",/mbakkwon88/status/1970543662242345237#m,0,0,0,0
@hakuouki_gazou,「刀で刺されたら斎藤さん、死んじゃうんですよ？」【雪村千鶴】,"Sep 23, 2025 · 5:39 PM UTC",/hakuouki_gazou/status/1970543662242169260#m,0,0,0,0
@erika_farias11,おはよう、前向きに！ 👪,"Sep 23, 2025 · 5:39 PM UTC",/erika_farias11/status/1970543662200234157#m,0,0,0,0
@SEAWolf85582572,Apa w ap vin fè moral chinwa yo pou zanmi pèso w ti pitit ? Epi kiyès ki fè w santi se mèt yo ? Wendy sèlman ki ka e l pap janm oze di n koman pou n aju,"Sep 23, 2025 · 5:39 PM UTC",/SEAWolf85582572/status/1970543662179434852#m,0,0,0,0
@ojocolombia2026,🇨🇴 🚨🚨🚨 URGENTE:  PETRO le subsidio a MARGARITA ROSA DE FRANCISCO la universidad.  Margarita rosa de Francisco vive un un PENTHOUSE en Miami&#44; gana millones de dólares al año.  Cree que es correcto que Petro le subsidie el estudio a millonarios del pacto histórico ❓,"Sep 23, 2025 · 5:39 PM UTC",/ojocolombia2026/status/1970543662179164603#m,0,2,0,0
@noor__e__jahan,Time doesn’t heal anything&#44; you just learn to live with it.,"Sep 23, 2025 · 5:39 PM UTC",/noor__e__jahan/status/1970543662171037845#m,0,0,0,0
@Asterix13483367,nitter.privacyredirect.com/WhiteHouse/status/1970…  Na geh Europa,"Sep 23, 2025 · 5:39 PM UTC",/Asterix13483367/status/1970543662170771574#m,0,0,0,0
@kaliautor,bros 💙,"Sep 23, 2025 · 5:39 PM UTC",/kaliautor/status/1970543662166876375#m,0,0,0,0
@pstp86,😏😏😏 BUON VIAGGIO PHUTATCHAI MFW26  #PradaSS26 #PradaSS26xPHUTATCHAI #PHUTATCHAI,"Sep 23, 2025 · 5:39 PM UTC",/pstp86/status/1970543662162760138#m,0,0,0,0
@enu_008,かまってくれるひとならだれでもいい,"Sep 23, 2025 · 5:39 PM UTC",/enu_008/status/1970543662162661842#m,0,0,0,0
@docrussjackson,"GB ""News"" regular&#44; Errol Musk&#44; Elon Musk's dad&#44; has been accused of sexually abusing five of his children and stepchildren since 1993.  Elon Musk told Rolling Stone in 2017 that his father had done “almost every evil thing you could  possibly think of”.  theguardian.com/us-news/2025…","Sep 23, 2025 · 5:39 PM UTC",/docrussjackson/status/1970543662141677800#m,0,1,4,0
@MikeBin25980430,Respect. 😌,"Sep 23, 2025 · 5:39 PM UTC",/MikeBin25980430/status/1970543662133321807#m,0,0,0,0
@yoru_feelings,なんか結局攻略サイトより、 仲良い人が作ったデッキのが強い件について。。  守護ビショはどうだっけ、攻略→自分かも？ 第一弾も第二弾も守護ビショ以外は全部ももいちごに作ってもらった。 今回はしゅんさん＋ももいちご＋自分。  みんな神〜🙏✨✨,"Sep 23, 2025 · 5:39 PM UTC",/yoru_feelings/status/1970543662129176919#m,0,0,0,0
@MrLeeDaviid,😂,"Sep 23, 2025 · 5:39 PM UTC",/MrLeeDaviid/status/1970543662129160388#m,0,0,0,0
@nezumi928,終わっちゃった　今日も楽しかったな　あ、みつなり。,"Sep 23, 2025 · 5:39 PM UTC",/nezumi928/status/1970543662129111233#m,0,0,0,0
@Wile_E_Man,They were legit incredible together in The Long Walk&#44; immediately adding this to the watchlist,"Sep 23, 2025 · 5:39 PM UTC",/Wile_E_Man/status/1970543662099780005#m,0,0,0,0
@jkShastri160488,,"Sep 23, 2025 · 5:39 PM UTC",/jkShastri160488/status/1970543662095536324#m,0,0,0,0
,,,,0,0,0,0
@Seyaaaaaaa66,Mais clairement mayer il doit tellement être dans les grandes pub de parfum,"Sep 23, 2025 · 5:39 PM UTC",/Seyaaaaaaa66/status/1970543662082990283#m,0,0,0,0
@bryanhorwath,👀,"Sep 23, 2025 · 5:39 PM UTC",/bryanhorwath/status/1970543662082707583#m,0,0,1,0
@fatemeenm,"""شهدا به ما آموختند که هر روز زندگی را با شجاعت، صداقت و امید آغاز کنیم. #هجده_هزار_قهرمان #هجده_هزار_سیاوش""","Sep 23, 2025 · 5:39 PM UTC",/fatemeenm/status/1970543662078591266#m,0,0,1,0
@ece_barann,coates fireplaces ▬ك&#x624;ب&#x624;ن▬ك&#x648;د▬خ&#x635;م▬  ⎐تُيموُ⎐ ⊵acs678251⊴,"Sep 23, 2025 · 5:39 PM UTC",/ece_barann/status/1970543662074675674#m,0,0,0,0
@bangtansgimbap,Looks perfect from every fkn angle  GUCCI ROYALTY JIN #JinxGucci #Jin #MFW #GucciLaFamiglia @gucci,"Sep 23, 2025 · 5:39 PM UTC",/bangtansgimbap/status/1970543662074343715#m,0,0,0,0
@omoiyasamuuuu,All this players haven’t played a proper game beofre. If communication fails today the will blame the coach for it😂,"Sep 23, 2025 · 5:39 PM UTC",/omoiyasamuuuu/status/1970543662041120980#m,0,0,0,0
@HaeckWyatt39247,م&#x633;&#x627;ج   في جدة  الرياض  منزلي  فندقي  tCea,"Sep 23, 2025 · 5:39 PM UTC",/HaeckWyatt39247/status/1970543662020145521#m,0,0,0,0
@hugoandreani__,2027 a mon retour des de epcot  je me présente pour le programme ambassadeur,"Sep 23, 2025 · 5:39 PM UTC",/hugoandreani__/status/1970543662011687243#m,0,0,0,0
@penosuke0223,明後日でもらったVRC＋が失効になるので、記念に１個グループ作りますね。キタリナ中だろうとなかろうと、誰かを撫でている時に相手が安心して寝始めるのを見てると必ずこちらも眠くなるので、自分が誰かを撫でながら寝たい時に使うお昼寝用のグループでも作りますね,"Sep 23, 2025 · 5:39 PM UTC",/penosuke0223/status/1970543661999104188#m,0,0,0,0
@timonlyup,This speech is full of bangers   Trump is a fucking menace,"Sep 23, 2025 · 5:39 PM UTC",/timonlyup/status/1970543661982036081#m,0,0,0,0
@wandymarius,sNiT ك&#x624;ب&#x624;ن OouX ك&#x624;د▬خ&#x635;م▬ا&#x64A;هرب▬ايه&#x64A;رب▬ ▬ك&#x624;ب&#x624;ن OEMs ك&#x648;د kZ4O خ&#x635;م dNn3 ن&#x648;ن▬  ⎐ٺوٺ⎐ ⊵EWW⊴  ⎐ابهررب⎐ ⊵CNU3074⊴,"Sep 23, 2025 · 5:39 PM UTC",/wandymarius/status/1970543661956878453#m,0,0,0,0
@colorenginn,Damn,"Sep 23, 2025 · 5:39 PM UTC",/colorenginn/status/1970543661948739797#m,0,0,0,0
@OrleansLik,Washing Clothes Just Vacuumed Dis Whole Room,"Sep 23, 2025 · 5:39 PM UTC",/OrleansLik/status/1970543661923606951#m,0,0,0,0
@nbsktmr,久しぶりにデジタル塗りを、、、、,"Sep 23, 2025 · 5:39 PM UTC",/nbsktmr/status/1970543661919412248#m,0,0,0,0
@petesully18,Entered $RKLB $52 puts,"Sep 23, 2025 · 5:39 PM UTC",/petesully18/status/1970543661898440850#m,0,0,1,0
@Atilola657549,youtu.be/LKJgBaIyjNM?si=4ygg…,"Sep 23, 2025 · 5:39 PM UTC",/Atilola657549/status/1970543661885563178#m,0,0,0,0
,,,,0,0,0,0
@ColleenGoko,Plenty officials from both China and South Africa were present. Our very own mayor was there&#44; though didn’t speak 🌞. Others included Black Business Council and Business Unity South Africa.,"Sep 23, 2025 · 5:39 PM UTC",/ColleenGoko/status/1970543661877194854#m,0,0,0,0
@Vivisum4,¿Ahora ya no tan prepotente va cerota?,"Sep 23, 2025 · 5:39 PM UTC",/Vivisum4/status/1970543661873275337#m,0,0,0,0
@Landolt_K,相当な人数関わってるんやなってのはわかるけど、長い,"Sep 23, 2025 · 5:39 PM UTC",/Landolt_K/status/1970543661856539117#m,0,0,0,0
@kalemsiyasilb,سلسلة لقاءات للرئيس عون في نيويورك  @LBpresidency #جوزيف_عون #الجمعية_العامة #نيويورك #الأمم_المتحدة #قلم_سياسي #محمد_صابونجي #SPI spi.news/a/16877,"Sep 23, 2025 · 5:39 PM UTC",/kalemsiyasilb/status/1970543661835329889#m,0,0,0,0
@LRoger_Arq,Esse cara é o maior MARIQUINHAS!  🤦🏻‍♂️,"Sep 23, 2025 · 5:39 PM UTC",/LRoger_Arq/status/1970543661835272276#m,0,0,0,0
@CryptNikita,🚀 Binance CEO CZ has proposed to cut fees on BNB Chain by 50%&#44; aiming to boost network activity and attract more users. The initiative could significantly enhance the platform’s competitiveness in the crypto space.,"Sep 23, 2025 · 5:39 PM UTC",/CryptNikita/status/1970543661827137634#m,0,0,0,1
@EveringAmber,face card never declines 😍😍 #VogueItalia #Vogue #Carpenter,"Sep 23, 2025 · 5:39 PM UTC",/EveringAmber/status/1970543661818536072#m,0,0,0,0
@C5_CDMX,#Precaución 🚨 Servicios de emergencia brindan el apoyo por accidente vial sobre Av. Oceanía y Norte 25&#44; colonia Moctezuma 2da sección&#44; @A_VCarranza.    Alternativa vial: 🔀 Circuito Interior (Boulevard Puerto Aéreo).   📲#911CDMX #OjosDeLaCiudad #C5CorazónDeLaCDMX,"Sep 23, 2025 · 5:39 PM UTC",/C5_CDMX/status/1970543661818491117#m,0,0,1,0
@Ningrning,Your No.1 girl crush has been spotted&#44; they make “her” feminine and elegance.,"Sep 23, 2025 · 5:39 PM UTC",/Ningrning/status/1970543661801971984#m,0,0,0,0
@R00LunIta,I Like that Shyt&#44; Fredo got into Whattt? Be right there,"Sep 23, 2025 · 5:39 PM UTC",/R00LunIta/status/1970543661793583609#m,0,0,0,0
@candelurix,omgggg so freaking cuteeeee,"Sep 23, 2025 · 5:39 PM UTC",/candelurix/status/1970543661764300846#m,0,0,0,0
@hommeencollant,▬ك&#x624;ب&#x624;ن 3VhV ك&#x624;د▬خ&#x635;م RW4q ا&#x64A;هرب tl3D ايه&#x64A;رب 7ek7   78qUw ك&#x624;ب&#x624;ن jBpG ك&#x648;د ZjHw خ&#x635;م uZo8 ن&#x648;ن▬  ⎐ٺوٺ⎐ ⊵EWW⊴  ⎐ابهررب⎐ ⊵CNU3074⊴,"Sep 23, 2025 · 5:39 PM UTC",/hommeencollant/status/1970543661747442147#m,0,0,0,0
@1Armxani,This is not conventional.  This is not traditional.  This is unprofessional.  But these are my confessions though… I’ll let you know.,"Sep 23, 2025 · 5:39 PM UTC",/1Armxani/status/1970543661747179822#m,0,0,0,0
@mehtap_yrdbyrk,Yarışa girmiş benle ama benim haberim yok öyleliii,"Sep 23, 2025 · 5:39 PM UTC",/mehtap_yrdbyrk/status/1970543661743251895#m,0,0,0,0
@alrakad_M,أردوغان ظاهرة صوتية.,"Sep 23, 2025 · 5:39 PM UTC",/alrakad_M/status/1970543661739057502#m,0,0,0,0
@CruzYude,Jajaj word salad .. or ignorance... jaajjaaj idiot... Burra!!!,"Sep 23, 2025 · 5:39 PM UTC",/CruzYude/status/1970543661734588818#m,0,0,1,0
@680CARITAS,#Santoral🙏🏻✝️| San Pío de Pietrelcina  🔹 Fue un sacerdote capuchino que dedicó su vida a la oración&#44; al sacrificio y a la entrega total a Dios.   🔹El conocido “Padre Pío”  fue protagonista de innumerables hechos místicos&#44; siendo el más impactante la recepción de los estigmas&#44; las heridas visibles de la Pasión de Cristo&#44; que llevó en su cuerpo por 50 años.   🔹Más allá de los dones extraordinarios&#44; el Padre Pío destacó por su intensa vida espiritual. Pasaba largas horas confesando y celebrando la Eucaristía con un fervor que contagiaba a miles.   🔹En San Giovanni Rotondo&#44; fundó la “Casa Alivio del Sufrimiento”&#44; hospital que aún atiende a miles de personas necesitadas. San Juan Pablo II lo canonizó en 2002.   #680AM,"Sep 23, 2025 · 5:39 PM UTC",/680CARITAS/status/1970543661730423001#m,0,1,1,0
@Money_money245,He's soon gonna be removed from the economic advisory council,"Sep 23, 2025 · 5:39 PM UTC",/Money_money245/status/1970543661722034348#m,0,0,0,0
,,,,0,0,0,0
@apoteosiss,La vida siempre nos da lo que necesitamos&#44; hasta un corazón  que aprende a latir fuerte. 💖 ❤️‍🩹  #dato,"Sep 23, 2025 · 5:39 PM UTC",/apoteosiss/status/1970543661688496287#m,0,0,0,0
@NoahHailey14077,م&#x633;&#x627;ج   في جدة  الرياض  منزلي  فندقي AXps,"Sep 23, 2025 · 5:39 PM UTC",/NoahHailey14077/status/1970543661650768002#m,0,0,0,0
@HW_Americans,"Jimmy Kimmel got suspended by his employer for a week and @ossoff threw a hissy fit about ""authoritarianism.""  But he didn't say a damn word about the Biden White House silencing conservative voices.","Sep 23, 2025 · 5:39 PM UTC",/HW_Americans/status/1970543661650759961#m,0,0,0,0
@singedhextec,🍒,"Sep 23, 2025 · 5:39 PM UTC",/singedhextec/status/1970543661646500035#m,0,0,0,0
@majeed35353,#عزنا_بطبعنا,"Sep 23, 2025 · 5:39 PM UTC",/majeed35353/status/1970543661642567988#m,0,0,0,0
@ak_yalova,📍Altınova İl Kadın Kolları başkanımız Selihan Dicle ŞİMŞEK ve yöneticilerimiz ; İlçe Başkanımız Fatih SANCAKTUTAN &#44; İlçe Kadın Kolları Başkanımız Zehra GÜNAYDIN ve kadın kolları teşkilatımız ile bir araya geldiler. +++,"Sep 23, 2025 · 5:39 PM UTC",/ak_yalova/status/1970543661642375372#m,1,0,0,0
@hiimdabby,Issue is you just believe Mbappe is this all encompassing talent who can do everything at an elite level without ever acknowledging his limitations (just like himself tbh so you're on brand) when knowing your own skillset and playing within it to impact games is a skill by itself,"Sep 23, 2025 · 5:39 PM UTC",/hiimdabby/status/1970543661642297830#m,1,0,0,0
@AnnikaKine60970,م&#x633;&#x627;ج   في جدة  الرياض  منزلي  فندقي  SgRW,"Sep 23, 2025 · 5:39 PM UTC",/AnnikaKine60970/status/1970543661638197570#m,0,0,0,0
@Aizuaec,เสื้อ Wesley Size S 350฿ ส่งฟรี ดูเพิ่มเติม Dm งับ💕 #ตลาดนัดวิลเลี่ยมเอส,"Sep 23, 2025 · 5:39 PM UTC",/Aizuaec/status/1970543661625811341#m,0,0,0,0
@fragment0213,お爺ちゃんいい事言うなぁ,"Sep 23, 2025 · 5:39 PM UTC",/fragment0213/status/1970543661617496101#m,0,0,0,0
@blssdblkwngs,YOUTUBE info,"Sep 23, 2025 · 5:39 PM UTC",/blssdblkwngs/status/1970543661600645176#m,0,0,1,0
@_minibrownies,"Queria ter uma amiga pra mandar mensagem falando ""vamo no shopping tomar café e fofocar?""","Sep 23, 2025 · 5:39 PM UTC",/_minibrownies/status/1970543661600645175#m,0,0,0,0
