user,text,created_at_datetime,link,comments,retweets,quotes,likes,alignment
@snigskitchen,"""Just as we come into the season where viruses are more likely to spread, just as some regions have to impose strict Coronavirus control measures, the government decide to end the VAT exemption on masks and PPE.""",2020-10-24T12:07:00Z,/snigskitchen/status/1319973689568485378#m,3,11,4,24,1
@Dougmacd9826,"""Anyone who mocks those who wear masks, only to catch the viruses is almost certainly the stupidest of people. But then the thirst for power & control when challenged leads to lies, hypocrisy & ignorance""",2020-10-02T17:00:00Z,/Dougmacd9826/status/1312074934651416581#m,0,0,0,0,1
@CrankyProle,"""In March, my wife and I had to bury our son alone because of the government's failure to control the pandemic, because of the WH's lies, because of the idiots that wouldn't wear masks or distance.\n\nBecause of the dumbass in chief.\n\nNo sympathies. None.""",2020-10-02T16:34:00Z,/CrankyProle/status/1312068524827869187#m,0,0,0,0,0
@sarbear_80,"""I notice ALOT of pictures .. cobra meetings charity work ect.. but @BorisJohnson where is your mask I ask myself, where are your colleagues masks.. where is your rule of 6? #lies #Control is all the government knows""",2020-09-25T10:55:00Z,/sarbear_80/status/1309446330486579200#m,0,0,0,0,1
@RealFriarTalk,"""It's a lie, covid tests pick up the corona viruses which are just the common cold & the government also lies because this is a excuse for totalitarian control & all governments must play along or else the international cabal will not give their dictators their 30 pieces of silver""",2020-09-23T09:04:00Z,/RealFriarTalk/status/1308693718929518592#m,0,0,0,0,0
@TruegritG,"""Big lies by small minded government control freaks (Globalists) masks are BS and everyone but the sheep know it""",2020-09-11T11:24:00Z,/TruegritG/status/1304380392623931394#m,0,2,1,3,1
@SeekTheFacts,"""Free yourselves from government lies and control, with no backing of any proper scientific proof for lock down, masks and pubs staying closed.""",2020-09-02T19:06:00Z,/SeekTheFacts/status/1301235113825636352#m,0,0,0,0,1
@DonKing28076341,"""I feel the government is giving me the business about Covid! The disease is real, but many cures already in placed! Take the masks away! You are just trying to control the people! Germany is protesting these lies and deceptions!""",2020-08-29T13:50:00Z,/DonKing28076341/status/1299706056340205569#m,0,1,0,0,0
@hoss_tagge,"""Fauxi continues weaving his web of lies. Government cannot contain spread of a flu virus. Masks are useless. Virus has made/is making its way thru populations & several nations r at/nearing herd immunity. Just as w all previous flu viruses. Fauxi is an imposter, a liar, or both.""",2020-08-23T11:59:00Z,/hoss_tagge/status/1297503648335958019#m,0,0,0,0,0
@BarbHaugen,"""Time for @POTUS to RELEASE America from the demonic manipulation of ""MASK WEARING""!!! Masks DO NOT filter out viruses - it's all a ""control mechanism"", by evil, elite corporate and political power players.  STOP THE LIES!!!""",2020-08-23T04:16:00Z,/BarbHaugen/status/1297387288020881409#m,0,0,0,0,0
@JohnDel56107183,"""'Scotland Yard said it hopes shoppers who refuse to wear masks will be 'shamed' into compliance'\n...here comes more virtue signalling, control and a government that are trying to make us, the public, feel guilty for their fuck up...and lies\ndailymail.co.uk/news/article…""",2020-07-26T16:14:00Z,/JohnDel56107183/status/1287421132828807169#m,0,0,0,0,1
@anniedefundbbc,"""Viruses pass through masks. Masks stop bacteria not viruses. Masks are a control mechanism. Masks don’t work. People are sheep and the government are our sheepdogs. We should all disobey this pointless dictat.""",2020-07-26T11:21:00Z,/anniedefundbbc/status/1287347204257087489#m,0,0,0,0,1
@NickMalyon1,"""More lies and bullshit... MASKS DO NOT STOP VIRUSES, they never have and never will, it's not what they were designed for.\nJUST MORE GOVERNMENT LIES!""",2020-07-24T09:58:00Z,/NickMalyon1/status/1286601641362427904#m,1,7,2,13,0
@bobw075,"""Science shows masks don't work. Please read . It masks don't work then why is our government making a wear one? Control or to muzzle?\n#maskdontwork\n#MaskUp\nsott.net/article/434796-The-…""",2020-07-22T09:58:00Z,/bobw075/status/1285876823436546048#m,0,1,0,1,1
@Danfe0944,"""How about SCREW the damn sports for a change and focus on reality--MASKS ARE A FAKE, THEY ARE BASICALLY A CONTROL--AND DO NOT STOP VIRUSES OR INFLUENZA'S WHICH WILL ENTER THRU THE EYES ALSO! Can also enter thru genital exposure in a public toilet-FACTS, NOT BULLSHIT LIES!""",2020-07-08T13:54:00Z,/Danfe0944/status/1280862793554702341#m,0,0,0,0,1
@audrey_russo,"""Wearing a Mask is FEAR. Wearing a Mask is the ultimate in Government control. STOP ur filthy propaganda & rhetorical games to brainwash the people you're supposed to be serving, despot. Science 101: Masks do NOT stop the spread of viruses. Crack a book, schmuck! #NoMandatoryMasks""",2020-07-01T22:42:00Z,/audrey_russo/status/1278459013689114624#m,0,1,0,1,0
,,,,0,0,0,0,1
@WayneLehtinen,"""There in lies your delema, you believe good government exists. Government is a necessary evil and is never to be trusted ~ B Franklin T. Payne - Now you admit for you masks are political an exercise of government control over the people. #WeThePeople""",2020-06-30T21:51:00Z,/WayneLehtinen/status/1278083643676651520#m,0,0,0,0,1
@johncardillo,"""Yep, you’d have to be low IQ to allow government to force you to wear one outside. \n\nYou’d have to be low IQ to believe neoprene and cloth masks stop viruses. \n\nYou’d have to be low IQ to think this about anything other than control.""",2020-06-29T00:47:00Z,/johncardillo/status/1277403295619874817#m,31,129,10,298,2
@KennethHurley17,"""Covered California is just another government control agency that lies to the citizens!! According to all the quote unquote medical experts! Masks only stop you when you are sick from spreading a virus or cold!\nThey don't keep you from getting it!!\nPlease people stop being sheep!""",2020-06-27T22:49:00Z,/KennethHurley17/status/1277011261272715265#m,0,0,0,0,0
@CHERiCHERi69,"""these masks do not protect against viruses at all even a tiny bit ... you arent being careful by wearing them you are letting the government take your rights away based on blatant lies when the truth is fully accessible""",2020-06-17T18:41:00Z,/CHERiCHERi69/status/1273324927790092288#m,0,0,0,1,0
@raffel,"""*sigh* why can’t we all just agree that somewhere between doing nothing and total government control and shutdown lies a common sense approach to staying safe from not only this virus but all viruses? I could make this a long thread but this is all I have the energy for. 🤷‍♂️""",2020-05-22T12:08:00Z,/raffel/status/1263803924991152130#m,3,0,0,9,1
@lonniestewart2,"""Masks don’t stop viruses -period -it’s a gimmick for visible government control""",2020-05-21T02:37:00Z,/lonniestewart2/status/1263297734741762049#m,0,0,0,0,0
@TTindrum,"""for many years I have used masks & respirators for work, no I'm not a bank robber. Contrary to government advice these masks are not just designed to keep things in, like viruses etc. They are there to keep things out as well; including viruses. fda.gov/medical-devices/pers…""",2020-05-11T12:40:00Z,/TTindrum/status/1259825675298578432#m,0,3,1,2,2
@DavidTheroux,"""Media and Government Officials Told Americans Not to Wear Masks. They Were Wrong: Have officials' lies now damaged both the public's trust in any future top-down control, and backfired on their efforts to 'flatten the curve.'? bit.ly/3azcd82 @FDRLST""",2020-04-01T00:43:00Z,/DavidTheroux/status/1245149838188019712#m,0,1,0,4,1
@LegendaryEnergy,"""The multi-task no one is doing:\n\n1.) Yes, in parts of NYC the medical staff is overwhelmed & re-using masks\n\n2.) Yes the media lies \n\n3.) Yes, big government is taking control of our lives\n\n“My team” mindset programming has our country a mess right now""",2020-03-31T22:59:00Z,/LegendaryEnergy/status/1245123503818498054#m,4,7,0,73,1
@AliMehedi,"""Out of control pandemic, families losing loved ones, doctors/nurses are overwhelmed - running out of masks, gloves & ventilators, people losing jobs, small business are closed, government can’t be trusted bcos of lies, recession, we are all locked in, but Congratulations AMERICA?""",2020-03-26T07:47:00Z,/AliMehedi/status/1243082045573734400#m,1,4,0,6,0
